@context
jams.components.core.TemporalContext	TimeLoop	17744
@ancestors
@filters
@attributes
ID	precip_5	tmean_5	etref_5	etact_5	Runoff_5	
@types
JAMSLong	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	
@data
@start
1970-08-24 00:00	0.000000	12.823630	3.556082	0.897607	0.000000	
1970-08-25 00:00	0.000000	14.285843	4.401774	1.096055	0.000000	
1970-08-26 00:00	0.000000	14.647315	3.806618	0.873752	0.000000	
1970-08-27 00:00	0.009900	16.058091	3.001555	0.671811	0.000000	
1970-08-28 00:00	13.021208	14.851186	2.226097	2.275040	0.000000	
1970-08-29 00:00	7.472426	13.634900	0.973191	1.038535	0.000000	
1970-08-30 00:00	0.024171	15.380777	3.127984	2.421786	0.000000	
1970-08-31 00:00	0.025456	17.297870	3.371758	1.506794	0.000000	
1970-09-01 00:00	0.000000	16.423614	3.506762	1.388770	0.000000	
1970-09-02 00:00	0.000000	15.816732	3.866813	1.474699	0.000000	
1970-09-03 00:00	0.404040	14.729865	2.995668	1.270764	0.000000	
1970-09-04 00:00	0.000000	15.735018	3.662387	1.207331	0.000000	
1970-09-05 00:00	0.000000	17.990667	4.683983	1.451320	0.000000	
1970-09-06 00:00	0.000000	18.745911	4.637790	1.322435	0.000000	
1970-09-07 00:00	0.000000	18.971623	4.678596	1.280040	0.000000	
1970-09-08 00:00	0.000000	17.968667	3.709041	0.949128	0.000000	
1970-09-09 00:00	0.000000	17.250592	3.907436	0.939857	0.000000	
1970-09-10 00:00	1.637428	19.235916	4.074262	1.673615	0.000000	
1970-09-11 00:00	25.654154	14.756420	1.123107	1.150190	0.000000	
1970-09-12 00:00	0.000000	12.937162	2.727096	2.198252	0.000000	
1970-09-13 00:00	0.000000	12.346903	3.219722	1.755202	0.000000	
1970-09-14 00:00	0.000000	13.765002	3.509104	1.830927	0.000000	
1970-09-15 00:00	15.099041	14.000733	2.315836	2.296357	0.000000	
1970-09-16 00:00	0.000000	11.397816	2.905166	1.927154	0.000000	
1970-09-17 00:00	0.000000	10.220675	2.317237	1.412410	0.000000	
1970-09-18 00:00	0.000000	12.286766	3.031919	1.787392	0.000000	
1970-09-19 00:00	0.000000	13.459348	3.447483	1.942637	0.000000	
1970-09-20 00:00	0.000000	14.717860	3.367204	1.809801	0.000000	
1970-09-21 00:00	0.000000	15.394107	3.615866	1.827973	0.000000	
1970-09-22 00:00	0.000000	15.631828	3.504871	1.678998	0.000000	
1970-09-23 00:00	0.000000	15.177870	2.836586	1.299660	0.000000	
1970-09-24 00:00	0.000000	13.852507	2.581446	1.132691	0.000000	
1970-09-25 00:00	0.000000	12.478956	2.362836	0.999480	0.000000	
1970-09-26 00:00	0.000000	11.915967	2.526033	1.011388	0.000000	
1970-09-27 00:00	0.000000	12.524486	2.660433	1.020492	0.000000	
1970-09-28 00:00	0.000000	12.692324	2.466760	0.916849	0.000000	
1970-09-29 00:00	0.000000	11.841649	2.388320	0.843186	0.000000	
1970-09-30 00:00	9.277876	11.601812	2.718007	2.516459	0.000000	
1970-10-01 00:00	0.129700	10.128171	2.410557	0.820387	0.000000	
